championship_name,event,round_name,round,player_a,player_b,score_a,score_b,winner
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Lin Zih-siang (Chinese Taipei),Kao Wenchao (China),1,5,Kao Wenchao (China)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Tai Yu-hsuan (Chinese Taipei),Li Zhongyuan (China),1,5,Li Zhongyuan (China)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Tang Chih-chun (Chinese Taipei),Wang Yan (China),1,5,Wang Yan (China)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Dhiraj Bommadevara (India),Mete Gazoz (Turkey),2,6,Mete Gazoz (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Pravin Jadhav (India),Berkim Tümer (Turkey),2,6,Berkim Tümer (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Tarundeep Rai (India),Abdullah Yıldırmış (Turkey),2,6,Abdullah Yıldırmış (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Federico Musolesi (Italy),Baptiste Addis (France),2,6,Baptiste Addis (France)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Mauro Nespoli (Italy),Thomas Chirault (France),2,6,Thomas Chirault (France)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Alessandro Paoli (Italy),Jean-Charles Valladont (France),2,6,Jean-Charles Valladont (France)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Semi-finals,Kim Je-deok (South Korea),Kao Wenchao (China),5,1,Kim Je-deok (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Semi-finals,Kim Woo-jin (South Korea),Li Zhongyuan (China),5,1,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Semi-finals,Lee Woo-seok (South Korea),Wang Yan (China),5,1,Lee Woo-seok (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Semi-finals,Mete Gazoz (Turkey),Baptiste Addis (France),4,5,Baptiste Addis (France)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Semi-finals,Berkim Tümer (Turkey),Thomas Chirault (France),4,5,Thomas Chirault (France)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Semi-finals,Abdullah Yıldırmış (Turkey),Jean-Charles Valladont (France),4,5,Jean-Charles Valladont (France)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Gold medal match,Kim Je-deok (South Korea),Baptiste Addis (France),5,1,Kim Je-deok (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Gold medal match,Kim Woo-jin (South Korea),Thomas Chirault (France),5,1,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Gold medal match,Lee Woo-seok (South Korea),Jean-Charles Valladont (France),5,1,Lee Woo-seok (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Bronze medal match,Kao Wenchao (China),Mete Gazoz (Turkey),2,6,Mete Gazoz (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Bronze medal match,Li Zhongyuan (China),Berkim Tümer (Turkey),2,6,Berkim Tümer (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Bronze medal match,Wang Yan (China),Abdullah Yıldırmış (Turkey),2,6,Abdullah Yıldırmış (Turkey)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Kim Woo-jin (South Korea),Tai Yu-hsuan (Chinese Taipei),5,4,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Lim Si-hyeon (South Korea),Lei Chien-ying (Chinese Taipei),5,4,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Mauro Nespoli (Italy),Baptiste Addis (France),6,0,Mauro Nespoli (Italy)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Chiara Rebagliati (Italy),Amélie Cordeau (France),6,0,Chiara Rebagliati (Italy)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Dhiraj Bommadevara (India),Arif Dwi Pangestu (Indonesia),5,1,Dhiraj Bommadevara (India)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Ankita Bhakat (India),Diananda Choirunisa (Indonesia),5,1,Ankita Bhakat (India)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Pablo Acha (Spain),Wang Yan (China),6,2,Pablo Acha (Spain)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Elia Canales (Spain),Yang Xiaolei (China),6,2,Elia Canales (Spain)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Brady Ellison (United States),Amirkhon Sadikov (Uzbekistan),6,0,Brady Ellison (United States)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Casey Kaufhold (United States),Ziyodakhon Abdusattorova (Uzbekistan),6,0,Casey Kaufhold (United States)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Junya Nakanishi (Japan),Mete Gazoz (Turkey),5,4,Junya Nakanishi (Japan)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Satsuki Noda (Japan),Elif Berra Gökkır (Turkey),5,4,Satsuki Noda (Japan)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Matías Grande (Mexico),Marcus D'Almeida (Brazil),5,1,Matías Grande (Mexico)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Alejandra Valencia (Mexico),Ana Luiza Caetano (Brazil),5,1,Alejandra Valencia (Mexico)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Santiago Arcila (Colombia),Florian Unruh (Germany),4,5,Florian Unruh (Germany)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,1/8 eliminations,Ana Rendón (Colombia),Michelle Kroppen (Germany),4,5,Michelle Kroppen (Germany)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Kim Woo-jin (South Korea),Mauro Nespoli (Italy),6,2,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Lim Si-hyeon (South Korea),Chiara Rebagliati (Italy),6,2,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Dhiraj Bommadevara (India),Pablo Acha (Spain),5,3,Dhiraj Bommadevara (India)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Ankita Bhakat (India),Elia Canales (Spain),5,3,Ankita Bhakat (India)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Brady Ellison (United States),Junya Nakanishi (Japan),5,3,Brady Ellison (United States)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Casey Kaufhold (United States),Satsuki Noda (Japan),5,3,Casey Kaufhold (United States)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Matías Grande (Mexico),Florian Unruh (Germany),1,5,Florian Unruh (Germany)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Quarter-finals,Alejandra Valencia (Mexico),Michelle Kroppen (Germany),1,5,Michelle Kroppen (Germany)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Semi-finals,Kim Woo-jin (South Korea),Dhiraj Bommadevara (India),6,2,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Semi-finals,Lim Si-hyeon (South Korea),Ankita Bhakat (India),6,2,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Semi-finals,Brady Ellison (United States),Florian Unruh (Germany),3,5,Florian Unruh (Germany)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Semi-finals,Casey Kaufhold (United States),Michelle Kroppen (Germany),3,5,Michelle Kroppen (Germany)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Gold medal match,Kim Woo-jin (South Korea),Florian Unruh (Germany),6,0,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Gold medal match,Lim Si-hyeon (South Korea),Michelle Kroppen (Germany),6,0,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Bronze medal match,Dhiraj Bommadevara (India),Brady Ellison (United States),2,6,Brady Ellison (United States)
Archery at the 2024 Summer Olympics,Mixed team,Competition bracket,Bronze medal match,Ankita Bhakat (India),Casey Kaufhold (United States),2,6,Casey Kaufhold (United States)
